masked,original
##는 되어보임.. 생각보다 작았네,비율이 좋아서 185는 되어보임..생각보다 작았네
빅뱅 안했음좋겟다 그냥 니들 음악이 음악만 듣게해줘,빅뱅 해체 안했음좋겟다 난 그냥 니들 음악이좋아 음악만 듣게해줘
##이 낫나요?? 동방신기가나요??,빅뱅이 낫나요?? 동방신기가 낫나요??
빅뱅이 이렇게 무너질줄이야 첨부터 승리는 열였어,빅뱅이 이렇게 무너질줄이야 ㅜ 난 첨부터 승리는 열외였어
빈노 또 어떤 행보 보여줄지 기대되네 기대된다,빈지노 또 어떤 행보 보여줄지 진짜 기대되네 앨범 기대된다
##는구나 한지민,빛이나는구나 한지민❤
빽으로 올라간 맴버들 다....비.,빽으로 올라간 맴버들 다 공개하고....재정비 바랍니다.
뽑힌 안됐다.. 주작에 탈락 연생들이 인기있고.. 앞으로 우째됄지,뽑힌 애들도 안됐다..주작논란에 탈락 연생들이 더 인기있고.. 앞으로 우째됄지
뿌염도 컨셉이것져 거슬리던데 연기잘해용공효진씨와도베프맴버로알고있는데 촬영장분위기겠어,뿌염도 컨셉이것져 거슬리던데 암튼 연기잘해용공효진씨와도베프맴버로알고있는데 촬영장분위기좋겠어여
##져 삐면 됩니다,삐져주세요 삐지시면 됩니다
##고나서 재미없,사귀고나서부터 재미없다
사귀는거아니라았었나튼,사귀는거아니라하지않았었나여튼 축하해요
사귀다 헤어지면 어때서 결혼하고헤어지는것 출연하시지 ^ ^ ~,사귀다 헤어지면 어때서 결혼하고헤어지는것보다났지그냥 출연하시지^^~
사람 먹는 생각나네,사람고기 먹는 거 생각나네
사람들 관심에서 점점 멀어졌었는데 이렇게 꺼져를 살리 ㅋㅋㅋㅋㅋ,사람들 관심에서 점점 멀어졌었는데 이렇게 꺼져가는 불씨를 살리네요 ㅋㅋㅋㅋㅋ
사실 개그맨이라서 그런거지이고 글래이심 여성이심,사실 개그맨이라서 그런거지 미인이고 글래머이심 멋진 여성이심
,사실만 쓰세요
##어도 자식은 잘못없지 대한민국은제잖아,사실이어도 자식은 잘못없지 대한민국은 연좌제없잖아
##리 한국사람과하네 ~,사유리 한국사람과 결혼하네 축하합니다~
,사정이 있겠지.
사진보고 깜놀 ~! 와이프인줄,사진보고 깜놀~! 우리 와이프인줄 알았음
너무 못,사진을 너무 못찍는다
사쿠라가기만 한게하기까지하네... 같이 있음 본인이 더 독보인다 이거지 ㄷㄷ,사쿠라가 예쁘기만 한게 아니고 똑똑하기까지하네... 같이 있음 본인이 더 독보인다 이거지 ㄷㄷ
산이 뭐야 저 동영상 동의 유포하면,산이 뭐야 저 동영상 피해자 동의 없이 유포하면 안되는데
##이가 또해냈다 이쯤되면뮤지 인정,산이가 또해냈다 이쯤되면 깨어있는뮤지션 인정
살빼 김태희보다 더이,살빼기전 김태희보다 더이뻣음
살빼 왜케 느끼,살빼니까 왜케 느끼하지ㅋㅋ
살서가 죽은거.....,살빼서 캐릭터가 죽은거 같은데 .....
살짝 피오랑 닮으신,살짝 피오님이랑 닮으신듯
"삼가 고인의 명복을듣는 levels, divine sorrow, wake me up, waiting for love, addicted to you, hey brother할게요","삼가 고인의 명복을 빕니다 즐겨듣는 levels , divine sorrow ,wake me up, waiting for love, addicted to you , hey brother 기억할게요"
,삼가 고인의 명복을빕니다
,삼가 명복을 빕니다
,삼가고인의 명복을 빕니다
##시새끼 다시 요요옵니다 식이조절 잘하시길 ㅡ다이어트 요요자가ㅡ,삼시새끼 다시먹으면 요요옵니다 식이조절 잘하시길 ㅡ다이어트 요요 경험자가ㅡ
##시세끼,삼시세끼 고고
##하고..,삼촌하고 조카인데..
##암이랑 머가달라. 주말극은 꼭 이래ㅠㅜ,상상암이랑 머가달라요.. 주말극은 꼭 이래ㅠㅜ
새 회춘 재미없든데.. 욕하고 때리고.. 2만 끝,새 웹툰 회춘 재미없든데.. 욕하고 때리고.. 2화만 보고 끝
생가 있지만 졸에는가 없는 법이라더니...,생에는 순서가 있지만 졸에는 순서가 없는 법이라더니...
##은효신이 원조임,샤넬백은 박효신이 원조임
샵사건을 아는 사람을다.. 이지는이란것을...,샵사건을 아는 사람을 알게다.. 이지혜는 보살이란것을...
서로 마주보고만 있어도 좋겠다 ~연이 ~ 눈앞에 이상 있으니,서로 마주보고만 있어도 좋겠다~ 눈앞에 김소연이~눈앞에 이상우가 있으니
##하면서도주는사이가 최고인데진자 조금만걸로 목숨걸고 삐지면 제일힘들다,서로 쿨하면서도 아껴주는사이가 최고인데진자 조금만걸로 목숨걸고 삐지면 제일힘들다
##리가 아깝다,서유리가 아깝다
서인구 싫은데 뭔가 자꾸나 ㅜ ㅜ 군더더기 진도 빠르고 억지도 연출자들 박수 ~,서인구 싫은데 뭔가 자꾸 잼나 ㅜ ㅜ 군더더기 없고 진도 빠르고 억지도 없고 연출자들 박수 ~
##훈도었을듯..시길 현명한 남자인거 같음,서장훈도 힘들었을듯.. 힘내시길 현명한 남자인거 같음
,서태지 천재
서현숙이 너무거 아니가... 요즘 3대치어중 한명인데 열라니..,서현숙이 너무 아까운거 아니가... 요즘 3대치어중 한명인데 열애설이라니..
선미가 원더걸스 원멤버인줄 새인줄알았다,선미가 원더걸스 원멤버인줄 몰랐네 새멤버인줄알았다
선생님.. 갑자기 돌아가시다니... 빕니다,선생님..갑자기 돌아가시다니...삼가 고인의 명복을 빕니다
"선수가 부족할수 있겠지만 처음지가 맞는지 모르겠슴 멤버들이하는 보여주려 하는거 아닌가? 차라리 김성주, 정형돈은 열외하고 뽑는게 낫지않을까","선수가 부족할수 있겠지만 처음취지가 맞는지 모르겠슴 멤버들이 발전하는 모습을 보여주려 하는거 아닌가? 차라리 김성주, 정형돈은 열외하고 뽑는게 낫지않을까"
선예 리즈시절에 가창력만큼은 수준급이었죠? 태연 비만 하죠?,선예 그래도 리즈시절에 가창력만큼은 수준급이었죠? 태연에 비빌만 하죠?
선우가 성 혜가인데 계속 우혜우혜...,선우가 성이고 혜가 이름인데 계속 우혜우혜... ㅜㅜ
설리최고 하고싶은데로해 그런모습좋아 당당함 더지라,설리최고 하고싶은데로해 그런모습좋아 당당함 앞으로도 더이쁘지라
설현이로는 트와이스 애들 다살함,설현이 개인인지도로는 트와이스 애들 다 압살함
성매매 해야한다,성매매는 합법화 해야한다
성현아 얼굴 되게졌다.. 오히려 20 ~ 30대 얼굴보다 갸하고 맞아진 느낌,성현아 얼굴 되게 이뻐졌다..오히려 20~30대 얼굴보다 갸름하고 균형 맞아진 느낌
성형 안하고 저거 ~,성형 안하고 저 정도면 이쁜거 맞지~
성씨가 아깝,성훈씨가 아깝네요!
##도 없는 커플,세상에 둘도 없는 예쁜 커플
세상에서이게 생겼 한가인도 이제 나이가든게 눈에 보이네... 안타까워요 ㅠ,세상에서 젤이쁘게 생겼었던 한가인도 이제 나이가든게 눈에 보이네...안타까워요 ㅠ
세엉이는 다 존들인듯!! 이세 박세영다,세엉이는 다 존예들인듯!! 이세영 박세영 좋으다
세월호주세요,세월호 아이들도 생각해주세요
세자빈우...,세자빈 너무 아름다우세요...
세젤예 넘나고있구 ~ 이상우씨 소연 씨나오는드라마는 재미를떠나서 무 ~,세젤예 넘나 잘보고있구~ 이상우씨 소연 씨나오는드라마는 재미를떠나서 무조 봄~
세프가 촬영에 응해서 했겠지만 스튜디오에서 행해지는 언어들은 세프가 동의했을까요? 어느정도 적정선을 지켜주셔야하지 않을까요. 예능 정말 한가지 갖고 물고뜯고 늘어지는거인인 세프사장 언어폭력과 마찬가지 아닐까요,세프가 촬영에 응해서 했겠지만 스튜디오에서 행해지는 언어들은 세프가 동의했을까요?어느정도 적정선을 지켜주셔야하지 않을까요.. 예능 정말 한가지 갖고 물고뜯고 늘어지는거일반인인 세프사장에게 언어폭력과 마찬가지 아닐까요
##에 자석붙어줄,센터에 자석붙어있는줄
셔누잖아요,셔누는 피해자잖아요.
소녀시대인가? 거기있을때보다 지금이 더 존재감있고 좋아보임!영!,소녀시대인가? 거기있을때보다 지금이 더 존재감있고 좋아보임! 배우 최수영 화이팅!
소민이가 아까벼.할때 상대배우도 잘듯.,소민이가 아까벼.연기할때 상대배우도 잘 만나야할듯.
##율이한테걸 보고 배웠구나ㅎ,소율이한테 많은걸 보고 배웠구나ㅎ
소이현넘 ^ ^ 인진씨도 같이 했으면 좋았을텐데 ~ ~ ~ ~,소이현님넘 좋아요^^ 인교진씨도 같이 했으면 좋았을텐데~~~~
소행을 택한함을 ~,소확행을 택한 현명함을 응원합니다~
손담비혼에 고정으로 가자 ~ ~침 ~,손담비 나혼에 고정으로 가자~~매력 넘침~
손연은 소향과 동급이라고.,손승연 실력은 소향과 동급이라고 봅니다.
손승연 없을듯,손승연 이길사람 없을듯
솔까 노래는진짜았다 정준영도그렇고 얘네도그렇고 하지말라는짓만했으면. 아티스트로서는 안타깝다,솔까 노래는진짜좋았다 정준영도그렇고 얘네도그렇고 하지말라는짓만안했으면 . .아티스트로서는 안타깝다
솔까 시스타는 다솜밖에 안보... 어느순간 소유 얼굴이 점점짐..,솔까 시스타 초반에는 다솜밖에 안보였는데...어느순간 소유 얼굴이 점점 예뻐짐..
솔까말 1위 2위 이해안3위 4 더,솔까말 1위 2위 이해안됨3위 4위가 더 잘했다
솔국 다모인건,솔약국 다모인건 정말 대박이다
솔직히 남자들 사이에서 저런거 올리면. 욕하기도 그렇고 좀.게같다. 로이킴은 위에놈들과 같진 않을거같은데. 슈퍼스타k 우승상금 5억 바로 전액 기부하고 좋은놈 같던데. 봐야알겠지만 참. 사람들도 여럿 나올듯,솔직히 남자들 사이에서 저런거 올리면. 욕하기도 그렇고 좀. 가만있게 될거같다. 로이킴은 위에놈들과 같진 않을거같은데. 슈퍼스타k 우승상금 5억 바로 전액 기부하고 좋은놈 같던데. 봐야알겠지만 참. 억울한 사람들도 여럿 나올듯
"솔직히 노홍철, 김광규,여관 보컬 ( 이름이 생각 안남 )가 훨났지","솔직히 노홍철, 김광규, 장미여관 보컬(이름이 생각 안남) 나올때가 훨 잼났지"
"솔직히 누군지 몰랐고 오늘 ( 미국시간 ) 처음 알았는데 몹시했었음. 내가 신이 주신 목소리라고 생각한 인물에 조수미가 유일했는데 이사람도 내맘속의 “ 신이 주신 목소리 ”. 목소리 관리 잘하시고 그소리하시길,,,,","솔직히 누군지 몰랐고 오늘 (미국시간)처음 알았는데 몹시 궁금했었음.내가 신이 주신 목소리라고 생각한 인물에 조수미가 유일했는데 이사람도 내맘속의 “ 신이 주신 목소리”.목소리 관리 잘하시고 그목소리 영원하시길,,,,"
솔직히 다른걸로는 수 있어도 외모 못 ㅋㅋㅋㅋ,솔직히 다른걸로는 깔 수 있어도 외모로는 못 깜 ㅋㅋㅋㅋ
솔직히은 풍상...,솔직히 대상은 풍상씨였는데...
솔직히 맞는 말. 기부는 유행 아니고 성유리정도면 꾸준히 기부하는 단체 있을거임. 지목당하면 인스타그램에 왜 안하세요? 사람은임? 의무아니잖아ㅋㅋ 신경꺼ㅋㅋ,솔직히 맞는 말. 기부는 유행 아니고 성유리정도면 꾸준히 기부하는 단체 있을거임. 지목당하면 인스타그램에 왜 안하세요? 하는 사람은 왜 그러는거임? 의무아니잖아ㅋㅋ 신경꺼ㅋㅋ
##지부르는거 하현우 기록깰듯ㄷㄷㄷ ; ;,솔직히 솔지부르는거보면 하현우 기록깰듯ㄷㄷㄷ;;
솔직히 시집갔잖아럽긴,솔직히 시집잘갔잖아부럽긴하지
솔직히 씨잼이하니까어보이네웩,솔직히 씨잼이하니까 멋있어보이네 스웩있고
여자긴. 마인드가.,솔직히 여자 멋지긴하다.마인드가.
솔직히 오달수는 영화로 죄값 다 갚았해줍시다.,솔직히 오달수는 영화로 죄값 다 갚았자나요 용서해줍시다..
솔직히한 천만보다다 ㅋㅋ,솔직히 웬만한 천만영화보다 재밌다 ㅋㅋ
솔직히 지금 외압에 의해서 중국에서 별로없는것처럼 보이는거지 실제로는 중국 밥누나 밖에 안한다 정해인 제대로 일 냈다!! 정해인 한류의 별로 떠오르는 중이다 대한민국 남자 No. 1 정해인 사랑해요 정해인!!,솔직히 지금 외압에 의해서 중국에서 별로 호응없는것처럼 보이는거지 실제로는 중국사람들 밥누나이야기 밖에 안한다 정해인 제대로 일 냈다!! 정해인 한류의 별로 떠오르는 중이다 대한민국 남자 No.1 정해인 사랑해요 정해인!!
솔직히 클라라 비주얼급이,솔직히 클라라 비주얼 대한민국 최상위급이지
송가인 불러도비싸다 대한민국에 송가인 인기있는 사람 나와보라고 하세요,송가인 1억 불러도 안비싸다 대한민국에 송가인만큼 인기있는 사람 나와보라고 하세요
송가씨 출연시켜놓고멘트 하나없고 mbc했다 ~ ~,송가인씨 출연시켜놓고 소개멘트 하나없고 mbc 너무했다~~
송이 씬가여? ㅎㅎ드려요,송이? 씬가여?ㅎㅎ너무축하드려요
##했어?!?!?!?!?!,송중기 결혼했어?!?!?!?!?!
,송중기 아깝다ㅠ
송중기 얼굴이 헬,송중기 얼굴이 헬쓱해졌어
송중기는 아직 좋아하는데 송혜교는건가? 같이샷이라도 찍어서 올려서 해명해라,송중기는 아직 좋아하는데 송혜교는 맘이 떠난건가? 같이 인증샷이라도 찍어서 올려서 해명해라
송지효도데 홍진영은 넘사벽이지 잘서 ㅋㅋ,송지효도 어울리는데 홍진영은 넘사벽이지 워낙 잘 어울려서 ㅋㅋ
##창 이유리 너무좋,송창의 이유리 너무좋음
##창 이유리나오면해죽음 ㅠㅠ,송창의 이유리나오면 짠해죽음 ㅠㅠ
송혜교할듯,송혜교 기분이 묘할듯
송혜교검마라,송혜교 보검이는 건들지마라
송혜교가 뭔가 유책사유가 있는건 확실한거같은데 적어도 배우 여자를했으면.......,송혜교가 뭔가 유책사유가 있는건 확실한거같은데 적어도 배우인 여자를 배려했으면...좋겠다....
송혜교씨. 왜 남의 인생에들을 하십니까. 자세한 내막도 모르면서.. 댁들이나 잘들 하셔야 할듯. 죄받아요.,송혜교씨 화이팅. 왜 남의 인생에 욕들을 하십니까. 자세한 내막도 모르면서..댁들이나 잘들 하셔야 할듯. 욕하면 죄받아요.
쇼재 더음,쇼미재방이 더 재밌음
수술당일 사과와 보상 약속 했다는데... 의사 아니구요.. 병원에서로 나온게 아니라 사과 + 보상 약속했다면 공개적으로 망신주는거 괜찮은..,수술당일 사과와 보상 약속 했다는데... 의사편 아니구요.. 병원에서 막무가내로 나온게 아니라 사과+보상 약속했다면 공개적으로 망신주는거 괜찮은건가요..
##도 진짜있고.. 키크고 이쁘고 여자친구로서 최고일듯,수영 성격도 진짜 매력있고.. 키크고 이쁘고 여자친구로서 최고일듯
